row,name,meta,address,phone,zip
128,"LONG ISLAND CONSULTATION CENTER, INC.","Distance: 6.75 miles
91-31 Queens Boulevard, Suite 222 Elmhurst 11373
(718)896-3400
Handicap Accessible","91-31 Queens Boulevard, Suite 222 Elmhurst 11373",(718)896-3400,11373
129,"MENTAL HEALTH PROVIDERS OF WESTERN QUEENS, INC.","Distance: 6.32 miles
37-08 91st Street Jackson Heights 11372
(718)476-0076
Handicap Accessible",37-08 91st Street Jackson Heights 11372,(718)476-0076,11372
130,METROPOLITAN CENTER FOR MENTAL HEALTH INC,"Distance: 3.77 miles
32 West 92nd Street, Room 214 New York 10025
(212)543-0004
Handicap Accessible","32 West 92nd Street, Room 214 New York 10025",(212)543-0004,10025
131,MONTEFIORE MEDICAL CENTER,"Distance: 11.01 miles
111 E 210th Street Bronx 10467
(718)920-4231
Handicap Accessible",111 E 210th Street Bronx 10467,(718)920-4231,10467
132,MOUNT SINAI HOSPITAL,"Distance: 3.5 miles
312-320 E. 94th Street New York 10128
(212)241-6500
Handicap Accessible",312-320 E. 94th Street New York 10128,(212)241-6500,10128
133,NEW YORK FOUNDLING,"Distance: 4.46 miles
109 E 115 Street New York 10029
(917)485-7580
Handicap Accessible",109 E 115 Street New York 10029,(917)485-7580,10029
134,"NORTHEAST FAMILY SERVICES OF NEW YORK, INC","Distance: 16.11 miles
145 Huguenot Street, Suite 330 New Rochelle 10801
(332)215-6631
Handicap Accessible","145 Huguenot Street, Suite 330 New Rochelle 10801",(332)215-6631,10801
135,"NORTHSIDE CENTER FOR CHILD DEVELPOMENT, INC.","Distance: 5.34 miles
625 West 133rd Street, Room 325K and 335F New York 10027
(212)426-3400
Handicap Accessible","625 West 133rd Street, Room 325K and 335F New York 10027",(212)426-3400,10027
136,NORTHWELL / LENOX HILL HOSPITAL,"Distance: 2.58 miles
100 East 77th Street New York 10075
(212)434-2000
Handicap Accessible",100 East 77th Street New York 10075,(212)434-2000,10075
137,NORTHWELL / LIJ ZUCKER HILLSIDE HOSPITAL,"Distance: 13.5 miles
230-17 Hillside Avenue, Rooms 135L and 112 Queens Village 11427
(718)470-8100
Handicap Accessible","230-17 Hillside Avenue, Rooms 135L and 112 Queens Village 11427",(718)470-8100,11427
138,NORTHWELL / LONG ISLAND JEWISH MEDICAL CENTER,"Distance: 9.56 miles
101-01 Rockaway Boulevard Jamaica 11417
(929)232-6100
Handicap Accessible",101-01 Rockaway Boulevard Jamaica 11417,(929)232-6100,11417
139,NYC HEALTH + HOSPITALS / CONEY ISLAND,"Distance: 11.92 miles
2925 W 19th St Brooklyn 11224
(718)579-4061
Handicap Accessible",2925 W 19th St Brooklyn 11224,(718)579-4061,11224
140,NYU HOSPITALS CENTER DBA NYU LUTHERAN FAMILY HEALTH CENTER QUALITY CARE GROUP,"Distance: 7.2 miles
514 49th St Brooklyn 11220
(718)431-2600
Handicap Accessible",514 49th St Brooklyn 11220,(718)431-2600,11220
141,OHEL CHILDREN'S HOME AND FAMILY SERVICES DBA TIKVAH AT OHEL,"Distance: 6.7 miles
60-05 Woodhaven Blvd, Room 526 Elmhurst 11373
(718)435-5533
Handicap Accessible","60-05 Woodhaven Blvd, Room 526 Elmhurst 11373",(718)435-5533,11373
142,OUTREACH DEVELOPMENT CORPORATION,"Distance: 9.26 miles
117-11 Myrtle Avenue Richmond Hill 11418
(718)849-6300
Handicap Accessible",117-11 Myrtle Avenue Richmond Hill 11418,(718)849-6300,11418
143,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 4.21 miles
110 Throop Avenue, Room 206 Brooklyn 11206
(718)875-6900
Handicap Accessible","110 Throop Avenue, Room 206 Brooklyn 11206",(718)875-6900,11206
144,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 8.61 miles
1818 54th Street Rm 12 Brooklyn 11204
(718)875-6900
Handicap Accessible",1818 54th Street Rm 12 Brooklyn 11204,(718)875-6900,11204
145,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 7.39 miles
3913 151h Avenue Rm 201 Brooklyn 11218
(718)875-6900
Handicap Accessible",3913 151h Avenue Rm 201 Brooklyn 11218,(718)875-6900,11218
146,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 8.51 miles
5309 18th Avenue Brooklyn 11204
(718)875-6900
Handicap Accessible",5309 18th Avenue Brooklyn 11204,(718)875-6900,11204
147,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 8.25 miles
5901 13th Avenue Rm 400 Brooklyn 11219
(718)875-6900
Handicap Accessible",5901 13th Avenue Rm 400 Brooklyn 11219,(718)875-6900,11219
148,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 8.48 miles
841-853 Ocean Parkway Rm 415 Brooklyn 11230
(718)875-6900
Handicap Accessible",841-853 Ocean Parkway Rm 415 Brooklyn 11230,(718)875-6900,11230
149,POST GRADUATE CENTER FOR MENTAL HEALTH,"Distance: 10.95 miles
163-18 Jamaica Avenue, Suite 501 Jamaica 11432
(718)291-4599
Handicap Accessible","163-18 Jamaica Avenue, Suite 501 Jamaica 11432",(718)291-4599,11432
150,"PROJECT HOSPITALITY, INC.","Distance: 9.69 miles
75 Vanderbilt Avenue Staten Island 10304
(718)447-3297
Handicap Accessible",75 Vanderbilt Avenue Staten Island 10304,(718)447-3297,10304
151,"PROMESA, INC.","Distance: 8.31 miles
1776 Clay Ave Bronx 10457
(347)352-2500
Handicap Accessible",1776 Clay Ave Bronx 10457,(347)352-2500,10457
152,RAMON VELEZ RECOVERY CENTER,"Distance: 6.55 miles
754 E 151st St Bronx 10455
(718)842-1412
Handicap Accessible",754 E 151st St Bronx 10455,(718)842-1412,10455
153,ROCKLAND CHILDREN'S PSYCHIATRIC CENTER (NYSOMH),"Distance: 14.34 miles
201 Palisade Ave, RM 200,201,212 and B04 Yonkers 10703
(914)376-8177
Handicap Accessible","201 Palisade Ave, RM 200,201,212 and B04 Yonkers 10703",(914)376-8177,10703
154,SAMARITAN DAYTOP VILLAGE INC,"Distance: 8.67 miles
338 Forbell Street Brooklyn 11208
(929)244-1456
Handicap Accessible",338 Forbell Street Brooklyn 11208,(929)244-1456,11208
155,SAMARITAN DAYTOP VILLAGE INC,"Distance: 0.39 miles
500 8th Avenue New York 10018
(718)292-4455
Handicap Accessible",500 8th Avenue New York 10018,(718)292-4455,10018
156,"SAMUEL FIELD YM & YWHA, INC. DBA COMMUNITY ADVISORY PROGRAM FOR THE ELDERLY","Distance: 6.13 miles
6852 Freshpond Road Ridgewood 11385
(718)224-0566
Handicap Accessible",6852 Freshpond Road Ridgewood 11385,(718)224-0566,11385
157,"SERVICE PROGRAM FOR OLDER PEOPLE, INC","Distance: 1.93 miles
180 Mott Street New York 10012
(212)787-7120
Handicap Accessible",180 Mott Street New York 10012,(212)787-7120,10012
158,"SERVICE PROGRAM FOR OLDER PEOPLE, INC","Distance: 1.08 miles
239 West 49th Street New York 10014
(212)787-7120
Handicap Accessible",239 West 49th Street New York 10014,(212)787-7120,10014
159,SES OPERATING CORP DBA HARLEM EAST LIFE PLAN,"Distance: 4.78 miles
2367-69 Second Avenue New York 10035
(212)876-2300
Handicap Accessible",2367-69 Second Avenue New York 10035,(212)876-2300,10035
160,SES OPERATING CORP DBA HARLEM EAST LIFE PLAN,"Distance: 4.83 miles
2369 2nd Ave, 1st and 2nd Floor New York 10035
(212)876-2300
Handicap Accessible","2369 2nd Ave, 1st and 2nd Floor New York 10035",(212)876-2300,10035
161,SES OPERATING CORP. DBA HARLEM EAST LIFE PLAN,"Distance: 4.78 miles
2367-69 Second Avenue New York 10035
(212)876-2300
Handicap Accessible",2367-69 Second Avenue New York 10035,(212)876-2300,10035
162,SHELTERING ARMS CHILDREN AND FAMILY SERVICES,"Distance: 9.64 miles
107-14 Liberty Avenue Queens 11417
(212)675-1000
Handicap Accessible",107-14 Liberty Avenue Queens 11417,(212)675-1000,11417
163,SHELTERING ARMS CHILDREN AND FAMILY SERVICES,"Distance: 10.84 miles
89-74 162nd Street Queens 11432
(212)675-1000
Handicap Accessible",89-74 162nd Street Queens 11432,(212)675-1000,11432
164,SHILOH CONSULTING LLC,"Distance: 0.53 miles
566 Seventh Avenue, 4th Floor New York 10018
(212)564-7631
Handicap Accessible","566 Seventh Avenue, 4th Floor New York 10018",(212)564-7631,10018
165,ST. MARK'S PLACE INSTITUTE FOR MENTAL HEALTH,"Distance: 1.49 miles
57 Saint Marks Pl New York 10003
(212)982-3470
Handicap Accessible",57 Saint Marks Pl New York 10003,(212)982-3470,10003
166,START TREATMENT AND RECOVERY CENTERS,"Distance: 4.81 miles
1149-55 Myrtle Ave Brooklyn 11206
(718)260-2927
Handicap Accessible",1149-55 Myrtle Ave Brooklyn 11206,(718)260-2927,11206
167,START TREATMENT AND RECOVERY CENTERS,"Distance: 4.79 miles
937 Fulton St Brooklyn 11238
(718)260-2927
Handicap Accessible",937 Fulton St Brooklyn 11238,(718)260-2927,11238
168,SUN RIVER HEALTH,"Distance: 7.31 miles
1543-1545 Inwood Avenue Bronx 10452
(855)681-8700
Handicap Accessible",1543-1545 Inwood Avenue Bronx 10452,(855)681-8700,10452
169,"THE BRIDGE, INC","Distance: 5.05 miles
551 West 125th Street New York 10025
(212)663-3000
Handicap Accessible",551 West 125th Street New York 10025,(212)663-3000,10025
170,THE CHILDREN'S AID SOCIETY,"Distance: 4.56 miles
14-32 118th Street New York 10026
(347)767-2200
Handicap Accessible",14-32 118th Street New York 10026,(347)767-2200,10026
171,THE INSTITUTE FOR FAMILY HEALTH,"Distance: 3.7 miles
300 Cadman Plaza West, 17th Floor Brooklyn 11201
(844)434-2778
Handicap Accessible","300 Cadman Plaza West, 17th Floor Brooklyn 11201",(844)434-2778,11201
172,"THE NEW HORIZON COUNSELING CENTER, INC.","Distance: 14.48 miles
115-02 Ocean Promenade, Park Inn H.F.A. Far Rockaway 11694
(718)634-6081
Handicap Accessible","115-02 Ocean Promenade, Park Inn H.F.A. Far Rockaway 11694",(718)634-6081,11694
173,THE NEW YORK FOUNDLING,"Distance: 9.75 miles
119 Tompkins Avenue Staten Island 10304
(718)772-0280
Handicap Accessible",119 Tompkins Avenue Staten Island 10304,(718)772-0280,10304
174,WAVERLY CLINIC SATELLITE AT JERUSALEM AVENUE (NYSOMH),"Distance: 24.04 miles
2351 Jerusalem Avenue Bellmore 11710
(631)654-2077
Handicap Accessible",2351 Jerusalem Avenue Bellmore 11710,(631)654-2077,11710
175,WILLIAM F RYAN COMMUNITY HEALTH CENTER INC,"Distance: 2.06 miles
279 East 3rd Street New York 10009
(212)477-8500
Handicap Accessible",279 East 3rd Street New York 10009,(212)477-8500,10009
176,WILLIAM F RYAN COMMUNITY HEALTH CENTER INC,"Distance: 3.61 miles
801 Amsterdam Avenue New York 10025
(212)749-1820
Handicap Accessible",801 Amsterdam Avenue New York 10025,(212)749-1820,10025
177,ADVANCED CENTER FOR PSYCHOTHERAPY,"Distance: 7.9 miles
103-26 68th Road Forest Hills 11375
(718)261-3330
Handicap Accessible",103-26 68th Road Forest Hills 11375,(718)261-3330,11375
178,"ARGUS COMMUNITY, INC.","Distance: 5.11 miles
2015 Madison Avenue, 1st Floor New York 10035
(212)690-4625
Handicap Accessible","2015 Madison Avenue, 1st Floor New York 10035",(212)690-4625,10035
179,ASSOCIATION TO BENEFIT CHILDREN,"Distance: 7.53 miles
1366 Inwood Ave Bronx 10452
(646)459-6165
Handicap Accessible",1366 Inwood Ave Bronx 10452,(646)459-6165,10452
180,ASTOR SERVICES FOR CHILDREN & FAMILIES,"Distance: 5.57 miles
333 East 135th Street, Room 136A Bronx 10454
(718)231-3400
Handicap Accessible","333 East 135th Street, Room 136A Bronx 10454",(718)231-3400,10454
181,ASTOR SERVICES FOR CHILDREN & FAMILIES,"Distance: 10.81 miles
650 Hollywood Avenue, Room 422 Bronx 10465
(718)231-3400
Handicap Accessible","650 Hollywood Avenue, Room 422 Bronx 10465",(718)231-3400,10465
182,ASTOR SERVICES FOR CHILDREN & FAMILIES,"Distance: 7.46 miles
730 Bryant Avenue Bronx 10474
(718)231-3400
Handicap Accessible",730 Bryant Avenue Bronx 10474,(718)231-3400,10474
183,"BAILEY HOUSE, INC.","Distance: 4.79 miles
1751 Park Ave New York 10035
(212)289-6008
Handicap Accessible",1751 Park Ave New York 10035,(212)289-6008,10035
184,BETANCES HEALTH CENTER,"Distance: 2.5 miles
280 Henry Street New York 10002
(212)227-8401
Handicap Accessible",280 Henry Street New York 10002,(212)227-8401,10002
185,BLANTON-PEALE INSTITUTE,"Distance: 0.52 miles
7 West 30th Street, Floors 9 and 10 New York 10001
(212)725-7850
Handicap Accessible","7 West 30th Street, Floors 9 and 10 New York 10001",(212)725-7850,10001
186,BRIDGING ACCESS TO CARE,"Distance: 8.85 miles
2261 Church Ave NY 11236
(347)505-5000
Handicap Accessible",2261 Church Ave NY 11236,(347)505-5000,11236
187,BRIDGING ACCESS TO CARE,"Distance: 7.29 miles
Home and Community Based Locations Bronx 10456
(347)505-5000
Handicap Accessible",Home and Community Based Locations Bronx 10456,(347)505-5000,10456
188,BRONX PSYCHIATRIC CENTER (NYSOMH),"Distance: 10.52 miles
3050 White Plains Road, 2nd Fl Bronx 10467
(718)944-7115
Handicap Accessible","3050 White Plains Road, 2nd Fl Bronx 10467",(718)944-7115,10467
189,CHILDRENS AID SOCIETY,"Distance: 8.13 miles
910 E 172 Street Bronx 10460
(347)767-2200
Handicap Accessible",910 E 172 Street Bronx 10460,(347)767-2200,10460
190,COMMUNITY COUNSELING & MEDITATION,"Distance: 0.75 miles
15 W 39th St, 2FL New York 10018
(212)564-6006
Handicap Accessible","15 W 39th St, 2FL New York 10018",(212)564-6006,10018
191,FORTUNE SOCIETY INC,"Distance: 5.69 miles
625 West 140th Street, 1st Floor New York 10031
(212)862-0614
Handicap Accessible","625 West 140th Street, 1st Floor New York 10031",(212)862-0614,10031
192,HAMASPIK OF KINGS COUNTY,"Distance: 3.55 miles
295 Division Ave. Brooklyn 11211
(718) 80-9989
Handicap Accessible",295 Division Ave. Brooklyn 11211,(718) 80-9989,11211
193,"HOUSING WORKS HEALTH SERVICES III, INC.","Distance: 1.93 miles
743-749 East 9th Street New York 10009
(212)645-8111
Handicap Accessible",743-749 East 9th Street New York 10009,(212)645-8111,10009
194,INSTITUTE FOR COMMUNITY LIVING,"Distance: 7.16 miles
2581 Atlantic Avenue Brooklyn 11207
(718)495-6700
Handicap Accessible",2581 Atlantic Avenue Brooklyn 11207,(718)495-6700,11207
196,"INTERBOROUGH DEVELOPMENTAL & CONSULTATION CENTER, INC","Distance: 6.78 miles
921 East New York Ave Brooklyn 11203
(718)778-0485
Handicap Accessible",921 East New York Ave Brooklyn 11203,(718)778-0485,11203
197,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,"Distance: 9.57 miles
1 Fordham Plaza Bronx 10458
(913)308-0848
Handicap Accessible",1 Fordham Plaza Bronx 10458,(913)308-0848,10458
198,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 14.48 miles
1765 South Avenue Staten Island 10314
(718)761-9800
Handicap Accessible",1765 South Avenue Staten Island 10314,(718)761-9800,10314
199,"JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES, INC.","Distance: 12.04 miles
2928 West 36th Street Brooklyn 11224
(718)372-3300
Handicap Accessible",2928 West 36th Street Brooklyn 11224,(718)372-3300,11224
200,JEWISH CHILD CARE ASSOCIATION OF NEW YORK,"Distance: 3.06 miles
120 Wall St., 20th Floor; Limitation: Not Accepti New York 10005
(917)808-4800
Handicap Accessible","120 Wall St., 20th Floor; Limitation: Not Accepti New York 10005",(917)808-4800,10005
201,JEWISH CHILD CARE ASSOCIATION OF NEW YORK,"Distance: 8.61 miles
870 E. 29th St. Brooklyn 11210
(917)808-4800
Handicap Accessible",870 E. 29th St. Brooklyn 11210,(917)808-4800,11210
202,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 16.89 miles
1 Montclair Place, Room 14A Yonkers 10710
(914)528-2021
Handicap Accessible","1 Montclair Place, Room 14A Yonkers 10710",(914)528-2021,10710
203,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 14.53 miles
260 Warburton Avenue, Room 121B Yonkers 10701
(914)528-2021
Handicap Accessible","260 Warburton Avenue, Room 121B Yonkers 10701",(914)528-2021,10701
204,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 14.44 miles
27 Poplar Street, Room 131C Yonkers 10701
(914)528-2021
Handicap Accessible","27 Poplar Street, Room 131C Yonkers 10701",(914)528-2021,10701
205,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 30.02 miles
30 Ryder Road, Stage Office 1 Ossining 10562
(914)528-2021
Handicap Accessible","30 Ryder Road, Stage Office 1 Ossining 10562",(914)528-2021,10562
206,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 39.34 miles
3401 Old Yorktown Road, Room 217A Yorktown Heights 10598
(914)965-1109
Handicap Accessible","3401 Old Yorktown Road, Room 217A Yorktown Heights 10598",(914)965-1109,10598
207,"JULIA DYCKMAN ANDURS MEMORIAL, INC.","Distance: 15.3 miles
579 Wartburton Avenue, Room 12C Yonkers 10701
(914)528-2021
Handicap Accessible","579 Wartburton Avenue, Room 12C Yonkers 10701",(914)528-2021,10701
208,METROPOLITAN CENTER FOR MENTAL HEALTH INC,"Distance: 3.31 miles
336 Central Park West New York 10025
(212)543-0004
Handicap Accessible",336 Central Park West New York 10025,(212)543-0004,10025
209,MONTEFIORE MEDICAL CENTER,"Distance: 12.86 miles
4401 Bronx Boulevard Bronx 10470
(718)920-4321
Handicap Accessible",4401 Bronx Boulevard Bronx 10470,(718)920-4321,10470
210,MOUNT SINAI HOSPITAL,"Distance: 3.68 miles
1 Gustave L Levy Place New York 10029
(212)241-6500
Handicap Accessible",1 Gustave L Levy Place New York 10029,(212)241-6500,10029
211,"NEW HORIZON COUNSELING CENTER, INC.","Distance: 10.05 miles
156-28 Cross Bay Boulevard Howard Beach 11414
(718)471-8671
Handicap Accessible",156-28 Cross Bay Boulevard Howard Beach 11414,(718)471-8671,11414
212,"NORTHSIDE CENTER FOR CHILD DEVELPOMENT, INC.","Distance: 4.01 miles
1573 Madison Avenue, Room 120C New York 10029
(212)426-3400
Handicap Accessible","1573 Madison Avenue, Room 120C New York 10029",(212)426-3400,10029
213,NORTHWELL / LIJ ZUCKER HILLSIDE HOSPITAL,"Distance: 14.94 miles
75-59 263rd Street, Amb Care Pavilion Bsmt Glen Oaks 11004
(718)470-8120
Handicap Accessible","75-59 263rd Street, Amb Care Pavilion Bsmt Glen Oaks 11004",(718)470-8120,11004
214,NORTHWELL / LONG ISLAND JEWISH MEDICAL CENTER,"Distance: 15.2 miles
270-05 76th Ave New Hyde Park 11040
(718)470-4747
Handicap Accessible",270-05 76th Ave New Hyde Park 11040,(718)470-4747,11040
215,NORTHWELL / LONG ISLAND JEWISH MEDICAL CENTER,"Distance: 7.71 miles
999 Jamaica Ave, Brooklyn Brooklyn 11208
(718)235-1087
Handicap Accessible","999 Jamaica Ave, Brooklyn Brooklyn 11208",(718)235-1087,11208
216,NORTHWELL / NORTHERN WESTCHESTER HOSPITAL ASSOCIATION,"Distance: 34.09 miles
400 East Main Street Mount Kisco 10549
(914)666-1200
Handicap Accessible",400 East Main Street Mount Kisco 10549,(914)666-1200,10549
217,NYC HEALTH + HOSPITALS / BELLEVUE,"Distance: 1.28 miles
462 1st Ave New York 10016
(212)562-5555
Handicap Accessible",462 1st Ave New York 10016,(212)562-5555,10016
218,"NYC HEALTH + HOSPITALS / GOUVERNEUR, A GOTHAM HEALTH CENTER","Distance: 2.48 miles
227 Madison Street New York 10002
(212)238-7000
Handicap Accessible",227 Madison Street New York 10002,(212)238-7000,10002
219,NYC HEALTH + HOSPITALS / QUEENS,"Distance: 10.02 miles
75-02 162nd Street Flushing 11366
(718)883-3000
Handicap Accessible",75-02 162nd Street Flushing 11366,(718)883-3000,11366
220,NYU LANGONE HOSPITALS,"Distance: 1.26 miles
550 First Avenue New York 10016
(646)929-7800
Handicap Accessible",550 First Avenue New York 10016,(646)929-7800,10016
221,"PARK SLOPE CENTER FOR MENTAL HEALTH, INC.","Distance: 5.79 miles
257 15th Street Brooklyn 11215
(718)788-5101
Handicap Accessible",257 15th Street Brooklyn 11215,(718)788-5101,11215
222,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 8.03 miles
1533 48th Street Suite 203 Brooklyn 11219
(718)875-6900
Handicap Accessible",1533 48th Street Suite 203 Brooklyn 11219,(718)875-6900,11219
223,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 3.97 miles
18 Middleton Street Brooklyn 11206
(718)875-6900
Handicap Accessible",18 Middleton Street Brooklyn 11206,(718)875-6900,11206
224,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 3.99 miles
414 Flushing Avenue Rm 213 Brooklyn 11205
(718)875-6900
Handicap Accessible",414 Flushing Avenue Rm 213 Brooklyn 11205,(718)875-6900,11205
225,PESACH TIKVAH HOPE DEVELOPMENT INC.,"Distance: 9.1 miles
5110 18th Avenue Rm 27A Brooklyn 11204
(718)875-6900
Handicap Accessible",5110 18th Avenue Rm 27A Brooklyn 11204,(718)875-6900,11204
226,POST GRADUATE CENTER FOR MENTAL HEALTH,"Distance: 0.41 miles
213 West 35th Street, Suite 403 New York 10001
(212)576-4104
Handicap Accessible","213 West 35th Street, Suite 403 New York 10001",(212)576-4104,10001
227,"PUERTO RICAN FAMILY INSTITUTE, INC.","Distance: 8.45 miles
4123 Third Avenue Bronx 10457
(212)924-6320
Handicap Accessible",4123 Third Avenue Bronx 10457,(212)924-6320,10457
228,"PUERTO RICAN ORGANIZATION TO MOTIVATE, ENLIGHTEN AND SERVE ADDICTS, INC","Distance: 5.22 miles
561 Court St. 1st - 4th FL. Brooklyn 11231
(718)780-7421
Handicap Accessible",561 Court St. 1st - 4th FL. Brooklyn 11231,(718)780-7421,11231
229,RICHMOND UNIVERSITY MEDICAL CENTER,"Distance: 9.74 miles
690 Castleton Avenue Staten Island 10310
(718)818-1234
Handicap Accessible",690 Castleton Avenue Staten Island 10310,(718)818-1234,10310
230,ROCKLAND PSYCHIATRIC CENTER (NYSOMH),"Distance: 66.57 miles
26 Oakley Street Poughkeepsie 12601
(518)549-5272
Handicap Accessible",26 Oakley Street Poughkeepsie 12601,(518)549-5272,12601
