program_region,program_county,sponsor_name,agency_name,site_name,main_site,site_address,site_city,site_state,site_zip_code,site_county,population_simple,type,full_address,lat,long,geometry
New York City,New York,The Children's Aid Society,The Children's Aid Society,CAS School Based Clinic - I.S. 218,Y,4600 Broadway I.S. 218,New York,NY,10040,New York,Children & Adolescents,School,"4600 Broadway I.S. 218, New York, NY 10040",40.8609569,-73.9301716,"[-73.9301716, 40.8609569]"
New York City,New York,The Children's Aid Society,The Children's Aid Society,I.S. 90,N,21 Jumel Place Rooms 127F and 127K,New York,NY,10032,New York,Children & Adolescents,School,"21 Jumel Place Rooms 127F and 127K, New York, NY 10032",40.839456,-73.9357066,"[-73.9357066, 40.839456]"
New York City,New York,The Children's Aid Society,The Children's Aid Society,Dunlevy Milbank Family Services,Y,14-32 118th Street,New York,NY,10026,New York,Children & Adolescents,Community,"14-32 118th Street, New York, NY 10026",40.8023591,-73.9468308,"[-73.9468308, 40.8023591]"
New York City,New York,"The Fifth Avenue Counseling Center, Inc.","The Fifth Avenue Counseling Center, Inc.","The Fifth Avenue Counseling Center, Inc.",Y,5 East 17th Street 2nd Floor,New York,NY,10003,New York,Children & Adolescents,Community,"5 East 17th Street 2nd Floor, New York, NY 10003",40.7379457,-73.9914342,"[-73.9914342, 40.7379457]"
New York City,New York,The Institute for Family Health,The Institute for Family Health,Institute Center for Counseling of Harlem,Y,1824 Madison Avenue 2nd Floor,New York,NY,10035,New York,Children & Adolescents,Community,"1824 Madison Avenue 2nd Floor, New York, NY 10035",40.8018633,-73.9437432,"[-73.9437432, 40.8018633]"
New York City,New York,The Institute for Family Health,The Institute for Family Health,The Institute Center for Counseling at 17th Street,Y,230 W 17th Street Floors 6-8,New York,NY,10011,New York,Children & Adolescents,Community,"230 W 17th Street Floors 6-8, New York, NY 10011",40.7409512,-73.999838,"[-73.999838, 40.7409512]"
New York City,New York,The New York Foundling,The New York Foundling,NY Foundling @ PS 36 - The Margaret Douglas School,N,123 Morningside Drive Room 258,New York,NY,10027,New York,Children,School,"123 Morningside Drive Room 258, New York, NY 10027",40.8106604,-73.9573358,"[-73.9573358, 40.8106604]"
New York City,New York,The New York Foundling,The New York Foundling,New York Foundling @ Horace Greeley School - IS 10,N,45-11 31st Avenue Room 429A,Astoria,NY,11103,Queens,Adolescents,School,"45-11 31st Avenue Room 429A, Astoria, NY 11103",40.7594986,-73.9122378,"[-73.9122378, 40.7594986]"
New York City,New York,The New York Foundling,The New York Foundling,"New York Foundling Wellness Center @ HS of Math, Sci, & Eng",N,240 Convent Avenue Room 111,New York,NY,10031,New York,Adolescents,School,"240 Convent Avenue Room 111, New York, NY 10031",40.8214739,-73.94903889999999,"[-73.94903889999999, 40.8214739]"
New York City,New York,The New York Foundling,The New York Foundling,New York Foundling at IS 584 - Bronx,N,600 St. Ann's Avenue Room 127,Bronx,NY,10455,New York,Children & Adolescents,School,"600 St. Ann's Avenue Room 127, Bronx, NY 10455",40.8148083,-73.9120169,"[-73.9120169, 40.8148083]"
New York City,New York,The New York Foundling,The New York Foundling,Satellite Clinic at Herbert H. Lehm,N,3000 East Tremont Avenue Room B54B,Bronx,NY,10461,Bronx,Adolescents,Community,"3000 East Tremont Avenue Room B54B, Bronx, NY 10461",40.8398166,-73.83795490000001,"[-73.83795490000001, 40.8398166]"
New York City,New York,The New York Foundling,The New York Foundling,Satellite Clinic at PS 149 Sojourner Truth,N,41 West 117th Street Room 138,New York,NY,10026,New York,Children & Adolescents,School,"41 West 117th Street Room 138, New York, NY 10026",40.802645,-73.9481517,"[-73.9481517, 40.802645]"
New York City,New York,The New York Foundling,The New York Foundling,Satellite Clinic at PS 96 Joseph Lanzetta,N,"216 East 120th Street 1st Floor, Room 222",New York,NY,10035,New York,Children & Adolescents,School,"216 East 120th Street 1st Floor, Room 222, New York, NY 10035",40.8000808,-73.9373659,"[-73.9373659, 40.8000808]"
New York City,New York,The New York Foundling,The New York Foundling,The Foundling's Home of Integrated Behavioral Health,Y,109 E 115th Street,New York,NY,10029,New York,Children & Adolescents,Community,"109 E 115th Street, New York, NY 10029",40.7986114,-73.94309989999999,"[-73.94309989999999, 40.7986114]"
New York City,New York,The New York Foundling,The New York Foundling,The New York Foundling @ Wadleigh &,N,215 West 114th Street Rooms 207A and 313A,New York,NY,10026,New York,Adolescents,Community,"215 West 114th Street Rooms 207A and 313A, New York, NY 10026",40.8025843,-73.954437,"[-73.954437, 40.8025843]"
New York City,New York,The New York Foundling,The New York Foundling,The New York Foundling at Pathways College Prep,N,109-89 203rd Street Room 327A,Saint Albans,NY,11412,New York,Children & Adolescents,Community,"109-89 203rd Street Room 327A, Saint Albans, NY 11412",40.7067222,-73.75503619999999,"[-73.75503619999999, 40.7067222]"
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,NYP/Columbia U Medical Center Pediatric Psychiatric Clinic,Y,"635 W 165th Street, 6th Floor and 3959 Broadway, 6th Floor North",New York,NY,10032,New York,Children & Adolescents,Community,"635 W 165th Street, 6th Floor and 3959 Broadway, 6th Floor North, New York, NY 10032",40.8398048,-73.9414011,"[-73.9414011, 40.8398048]"
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,NYP/Columbia UMC Pediatric Psychiatric Special Needs Clinic,N,622 W 168th Street 4th Floor,New York,NY,10032,New York,Children & Adolescents,Community,"622 W 168th Street 4th Floor, New York, NY 10032",40.8412426,-73.9409706,"[-73.9409706, 40.8412426]"
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,P.S. 128 School Satellite,N,560 West 169th Street Room 336,New York,NY,10032,New York,Children & Adolescents,School,"560 West 169th Street Room 336, New York, NY 10032",40.8409822,-73.9387394,"[-73.9387394, 40.8409822]"
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,P.S. 132 School Satellite,N,185 Wadsworth Avenue Room 360,New York,NY,10033,New York,Children & Adolescents,School,"185 Wadsworth Avenue Room 360, New York, NY 10033",40.8505665,-73.9339155,"[-73.9339155, 40.8505665]"
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,P.S. 145 School Satellite,N,150 West 105th Street Room 306,New York,NY,10025,New York,Children & Adolescents,School,"150 West 105th Street Room 306, New York, NY 10025",40.7990784,-73.965096,"[-73.965096, 40.7990784]"
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,P.S. 152 School Satellite,N,93 Nagel Avenue Room 122A,New York,NY,10040,New York,Children & Adolescents,School,"93 Nagel Avenue Room 122A, New York, NY 10040",40.8601407,-73.92757780000001,"[-73.92757780000001, 40.8601407]"
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,P.S. 173 School Satellite,N,306 Fort Washington Avenue Room 364,New York,NY,10033,New York,Children & Adolescents,School,"306 Fort Washington Avenue Room 364, New York, NY 10033",40.8455807,-73.9394149,"[-73.9394149, 40.8455807]"
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,P.S. 187/M.S. 287 School Satellite,N,349 Cabrini Boulevard Room 263,New York,NY,10040,New York,Children & Adolescents,School,"349 Cabrini Boulevard Room 263, New York, NY 10040",40.8560964,-73.93703839999999,"[-73.93703839999999, 40.8560964]"
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,P.S. 189 School Satellite,N,2580 Amsterdam Avenue Room 351,New York,NY,10040,New York,Children,School,"2580 Amsterdam Avenue Room 351, New York, NY 10040",40.8531056,-73.9279452,"[-73.9279452, 40.8531056]"
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,P.S. 4 School Satellite,N,500 W. 160th Street Room 220,New York,NY,10032,New York,Children & Adolescents,School,"500 W. 160th Street Room 220, New York, NY 10032",40.8348474,-73.9412036,"[-73.9412036, 40.8348474]"
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,P.S. 46 School Satellite,N,2987 Frederick Douglass Boulevard Room 320,New York,NY,10039,New York,Children,School,"2987 Frederick Douglass Boulevard Room 320, New York, NY 10039",40.8316474,-73.93607399999999,"[-73.93607399999999, 40.8316474]"
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,P.S. 48 School Satellite,N,4360-78 Broadway Room 115,New York,NY,10033,New York,Children,School,"4360-78 Broadway Room 115, New York, NY 10033",40.8533574,-73.9335421,"[-73.9335421, 40.8533574]"
New York City,New York,The New York and Presbyterian Hospital,The New York and Presbyterian Hospital,New York Weill Cornell Center Child and Adolescent Clinic,Y,525 E 68th Street 11th Floor,New York,NY,10065,New York,Children & Adolescents,Community,"525 E 68th Street 11th Floor, New York, NY 10065",40.7643007,-73.9542797,"[-73.9542797, 40.7643007]"
New York City,New York,"Union Settlement Association, Inc.","Union Settlement Association, Inc.",James Weldon Johnson Clinic Satellite,N,210 East 115th Street Apt 1A and 1D,New York,NY,10029,New York,Children & Adolescents,Community,"210 East 115th Street Apt 1A and 1D, New York, NY 10029",40.7969626,-73.9402983,"[-73.9402983, 40.7969626]"
New York City,New York,"Union Settlement Association, Inc.","Union Settlement Association, Inc.",James Weldon Johnson Counseling Center,Y,2089 Third Avenue,New York,NY,10029,New York,Children & Adolescents,Community,"2089 Third Avenue, New York, NY 10029",40.7966251,-73.9403517,"[-73.9403517, 40.7966251]"
New York City,New York,"Union Settlement Association, Inc.","Union Settlement Association, Inc.",Lexington Gardens,N,1465 Park Avenue,New York,NY,10029,New York,Children & Adolescents,Community,"1465 Park Avenue, New York, NY 10029",40.7935931,-73.94686589999999,"[-73.94686589999999, 40.7935931]"
New York City,New York,"Union Settlement Association, Inc.","Union Settlement Association, Inc.",PS 102 Jacques Cartier School,N,315 East 113th Street Room 406,New York,NY,10029,New York,Children,School,"315 East 113th Street Room 406, New York, NY 10029",40.79492219999999,-73.9383242,"[-73.9383242, 40.79492219999999]"
New York City,New York,"Union Settlement Association, Inc.","Union Settlement Association, Inc.",PS 146 Anna M. Short School Satellite,N,"421 East 106th Street Rm 308,Ste 229 Rm ABC; Ste 134 RmAB",New York,NY,10029,New York,Children,School,"421 East 106th Street Rm 308,Ste 229 Rm ABC; Ste 134 RmAB, New York, NY 10029",40.78919,-73.9378835,"[-73.9378835, 40.78919]"
New York City,New York,"Union Settlement Association, Inc.","Union Settlement Association, Inc.","PS 72, The Lexington Academy",N,131 East 194th Street Room 408B,New York,NY,10029,New York,Children,School,"131 East 194th Street Room 408B, New York, NY 10029",40.865348,-73.8934562,"[-73.8934562, 40.865348]"
New York City,New York,"Union Settlement Association, Inc.","Union Settlement Association, Inc.",Union Carver Early Childhood Counseling,N,1565 Madison Avenue,New York,NY,10029,New York,Children & Adolescents,Community,"1565 Madison Avenue, New York, NY 10029",40.7932388,-73.9494232,"[-73.9494232, 40.7932388]"
New York City,New York,"Union Settlement Association, Inc.","Union Settlement Association, Inc.",Union Johnson Early Childhood Counseling,N,1829 Lexington Avenue,New York,NY,10029,New York,Children & Adolescents,Community,"1829 Lexington Avenue, New York, NY 10029",40.7967956,-73.9422736,"[-73.9422736, 40.7967956]"
New York City,New York,"Union Settlement Association, Inc.","Union Settlement Association, Inc.",Union Washington Early Childhood Counseling,N,1893 Second Avenue,New York,NY,10029,New York,Children & Adolescents,Community,"1893 Second Avenue, New York, NY 10029",40.7856616,-73.9469577,"[-73.9469577, 40.7856616]"
New York City,New York,"Union Settlement Association, Inc.","Union Settlement Association, Inc.",Washington Lexington Senior Center,N,1775 Third Avenue,New York,NY,10029,New York,Children & Adolescents,Community,"1775 Third Avenue, New York, NY 10029",40.7862549,-73.94754329999999,"[-73.94754329999999, 40.7862549]"
New York City,New York,University Settlement Society of New York,University Settlement Society of New York,PS/MS 34 Franklin D Roosevelt Schoo,N,730 East 12th Street Room 212,New York,NY,10009,New York,Children & Adolescents,School,"730 East 12th Street Room 212, New York, NY 10009",40.7261446,-73.9750657,"[-73.9750657, 40.7261446]"
New York City,New York,University Settlement Society of New York,University Settlement Society of New York,Satellite at PS 64,N,600 East 6th Street Room B47,New York,NY,10009,New York,Children,School,"600 East 6th Street Room B47, New York, NY 10009",40.7238456,-73.9817633,"[-73.9817633, 40.7238456]"
New York City,New York,University Settlement Society of New York,University Settlement Society of New York,Satellite at Tompkins Square Middle School,N,600 East 6th Street Room 303,New York,NY,10009,New York,Children & Adolescents,School,"600 East 6th Street Room 303, New York, NY 10009",40.7238456,-73.9817633,"[-73.9817633, 40.7238456]"
New York City,New York,University Settlement Society of New York,University Settlement Society of New York,University Settlement at East Side High School,N,420 East 12th Street Room 117A,New York,NY,10009,New York,Children & Adolescents,School,"420 East 12th Street Room 117A, New York, NY 10009",40.7290533,-73.98250279999999,"[-73.98250279999999, 40.7290533]"
New York City,New York,University Settlement Society of New York,University Settlement Society of New York,Victory Guild Psychiatric Consultation Center,Y,184 Eldridge Street,New York,NY,10002,New York,Children & Adolescents,Community,"184 Eldridge Street, New York, NY 10002",40.7203192,-73.9905807,"[-73.9905807, 40.7203192]"
New York City,New York,"Upper Manhattan Mental Health Center, Inc. aka The Emma Bowen Community Service Center","Upper Manhattan M H Center, Inc. aka The Emma",Upper Manhattan Child/Adolescent Outpatient Unit,Y,1727 Amsterdam Avenue,New York,NY,10031,New York,Children & Adolescents,Community,"1727 Amsterdam Avenue, New York, NY 10031",40.8254508,-73.9469577,"[-73.9469577, 40.8254508]"
New York City,New York,William F. Ryan Community Health Center,William F. Ryan Community Health Center,Ryan Center Annex,Y,801 Amsterdam Avenue,New York,NY,10025,New York,Children & Adolescents,Community,"801 Amsterdam Avenue, New York, NY 10025",40.7959946,-73.9686316,"[-73.9686316, 40.7959946]"
New York City,New York,William F. Ryan Community Health Center,William F. Ryan Community Health Center,Ryan-NENA Center,N,279 East Third Street,New York,NY,10009,New York,Children & Adolescents,Community,"279 East Third Street, New York, NY 10009",40.7215718,-73.9800563,"[-73.9800563, 40.7215718]"
New York City,Queens,AIDS Healthcare Foundation,"AIDS Center of Queens County, Inc.",ACQC Far Rockaway Clinic Satellite,N,1600 Central Avenue 3rd Floor,Far Rockaway,NY,11691,Queens,Adolescents,Community,"1600 Central Avenue 3rd Floor, Far Rockaway, NY 11691",40.6051736,-73.7522446,"[-73.7522446, 40.6051736]"
New York City,Queens,AIDS Healthcare Foundation,"AIDS Center of Queens County, Inc.",ACQC Jamaica Clinic Satellite,N,8931 161st Street Suites 708 - 710,Jamaica,NY,11432,Queens,Adolescents,Community,"8931 161st Street Suites 708 - 710, Jamaica, NY 11432",40.7055779,-73.7992175,"[-73.7992175, 40.7055779]"
New York City,Queens,AIDS Healthcare Foundation,"AIDS Center of Queens County, Inc.",ACQC Woodside Satellite,N,"62-07 Woodside Avenue 3rd Floor, Office #1",Woodside,NY,11377,Queens,Adolescents,Community,"62-07 Woodside Avenue 3rd Floor, Office #1, Woodside, NY 11377",40.7451479,-73.9028941,"[-73.9028941, 40.7451479]"
New York City,Queens,AIDS Healthcare Foundation,"AIDS Center of Queens County, Inc.","AIDS Center of Queens County, Inc.",Y,161-21 Jamaica Avenue 6th and 7th Floors,Jamaica,NY,11432,Queens,Adolescents,School,"161-21 Jamaica Avenue 6th and 7th Floors, Jamaica, NY 11432",40.698874,-73.834265,"[-73.834265, 40.698874]"
New York City,Queens,"Advanced Center for Psychotherapy, Inc.","Advanced Center for Psychotherapy, Inc.",Advanced Center for Psychotherapy Forest Hills,Y,103-26 68th Road,Forest Hills,NY,11375,Queens,Children & Adolescents,Community,"103-26 68th Road, Forest Hills, NY 11375",40.7252151,-73.8491827,"[-73.8491827, 40.7252151]"
New York City,Queens,"Advanced Center for Psychotherapy, Inc.","Advanced Center for Psychotherapy, Inc.",Advanced Center for Psychotherapy Jamaica Branch,Y,178-10 Wexford Terrace,Jamaica Estates,NY,11432,Queens,Children & Adolescents,Community,"178-10 Wexford Terrace, Jamaica Estates, NY 11432",40.7127081,-73.7849279,"[-73.7849279, 40.7127081]"
New York City,Queens,"Arista Center for Psychotherapy, Inc.","Arista Center for Psychotherapy, Inc.",Arista Center for Psychotherapy,Y,110-20 71st Road Suite 111,Forest Hills,NY,11375,Queens,Children & Adolescents,Community,"110-20 71st Road Suite 111, Forest Hills, NY 11375",40.7216181,-73.8406145,"[-73.8406145, 40.7216181]"
New York City,Queens,"Bleuler Psychotherapy Center, Inc","Bleuler Psychotherapy Center, Inc.",Bleuler Psychotherapy Center,Y,104-70 Queens Boulevard,Forest Hills,NY,11375,Queens,Children & Adolescents,Community,"104-70 Queens Boulevard, Forest Hills, NY 11375",40.7229758,-73.8483607,"[-73.8483607, 40.7229758]"
New York City,Queens,"Catholic Charities Neighborhood Services, Inc.","Catholic Charities Neighborhood Services, Inc",CCNS Corona Behavioral Health Clinic,Y,91-14 37th Avenue First and Second Floors,Jackson Heights,NY,11372,Queens,Children & Adolescents,Community,"91-14 37th Avenue First and Second Floors, Jackson Heights, NY 11372",40.7494533,-73.8856583,"[-73.8856583, 40.7494533]"
New York City,Queens,"Catholic Charities Neighborhood Services, Inc.","Catholic Charities Neighborhood Services, Inc",CCNS Glendale Mental Health Clinic,Y,67-29 Myrtle Avenue 2nd Floor,Glendale,NY,11385,Queens,Children & Adolescents,Community,"67-29 Myrtle Avenue 2nd Floor, Glendale, NY 11385",40.70179830000001,-73.8855047,"[-73.8855047, 40.70179830000001]"
New York City,Queens,"Catholic Charities Neighborhood Services, Inc.","Catholic Charities Neighborhood Services, Inc",Glendale School Satellite Clinic at Maspeth High School,N,"54-40 74th Street Rooms 433C, 433D & 433E",Maspeth,NY,11373,Queens,Adolescents,School,"54-40 74th Street Rooms 433C, 433D & 433E, Maspeth, NY 11373",40.7290832,-73.887571,"[-73.887571, 40.7290832]"
New York City,Queens,"Catholic Charities Neighborhood Services, Inc.","Catholic Charities Neighborhood Services, Inc",CCNS Jamaica Behavioral Health Clinic,Y,161-10 Jamaica Avenue 2nd Floor,Jamaica,NY,11432,Queens,Children & Adolescents,Community,"161-10 Jamaica Avenue 2nd Floor, Jamaica, NY 11432",40.7037585,-73.7978388,"[-73.7978388, 40.7037585]"
New York City,Queens,"Catholic Charities Neighborhood Services, Inc.","Catholic Charities Neighborhood Services, Inc",CCNS Rockaway Mental Health Services,Y,1847 Mott Avenue 2nd Floor,Far Rockaway,NY,11691,Queens,Children & Adolescents,Community,"1847 Mott Avenue 2nd Floor, Far Rockaway, NY 11691",40.6032959,-73.7515298,"[-73.7515298, 40.6032959]"
New York City,Queens,Episcopal Health Services Inc.,Episcopal Health Services Inc.,St. John's Episcopal South Shore Division CMHC,Y,521 Beach 20th Street,Far Rockaway,NY,11691,Queens,Children & Adolescents,Community,"521 Beach 20th Street, Far Rockaway, NY 11691",40.6002024,-73.75410620000001,"[-73.75410620000001, 40.6002024]"
New York City,Queens,Jamaica Hospital Medical Center,Jamaica Hospital Medical Center,Jamaica Hospital Mental Health Clinic,Y,9009 Van Wyck Expressway 2nd Floor,Jamaica,NY,11435,Queens,Children & Adolescents,Community,"9009 Van Wyck Expressway 2nd Floor, Jamaica, NY 11435",40.7005559,-73.81492349999999,"[-73.81492349999999, 40.7005559]"
New York City,Queens,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,JBFCS - Pride of Judea Mental Health Center,Y,243-02 Northern Blvd,Douglaston,NY,11362,Queens,Children & Adolescents,Community,"243-02 Northern Blvd, Douglaston, NY 11362",40.765224,-73.7427,"[-73.7427, 40.765224]"
New York City,Queens,"Jewish Board of Family and Children's Services, Inc.",Jewish Board of Family & Children's Services,Rego Park Counseling (Resource) Center Clinic,Y,97-77 Queens Boulevard,Rego Park,NY,11374,Queens,Children & Adolescents,Community,"97-77 Queens Boulevard, Rego Park, NY 11374",40.7292451,-73.8582167,"[-73.8582167, 40.7292451]"
New York City,Queens,Korean Community Services of Metropolitan NY,Korean Community Services of Metropolitan NY,KCS Mental Health Clinic,Y,42-16 162nd St 2nd Floor,Flushing,NY,11358,Queens,Adolescents,Community,"42-16 162nd St 2nd Floor, Flushing, NY 11358",40.759775,-73.80434199999999,"[-73.80434199999999, 40.759775]"
New York City,Queens,"Lexington Center for Mental Health Services, Inc.","Lexington Center for Mental Health Services,","Lexington Center for Mental Health Services, Inc.",Y,26-26 75th Street,East Elmhurst,NY,11370,Queens,Children & Adolescents,Community,"26-26 75th Street, East Elmhurst, NY 11370",40.7613375,-73.8940022,"[-73.8940022, 40.7613375]"
New York City,Queens,"Long Island Consultation Center, Inc.","Long Island Consultation Center, Inc.",Long Island Consultation Center,Y,91-31 Queens Blvd Suite 222,Elmhurst,NY,11373,Queens,Children & Adolescents,Community,"91-31 Queens Blvd Suite 222, Elmhurst, NY 11373",40.7336569,-73.8693423,"[-73.8693423, 40.7336569]"
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",I.S. 125 - Thomas J. McCann School,N,46-02 47th Avenue Rooms 459 and 312C,Woodside,NY,11377,Queens,Children & Adolescents,School,"46-02 47th Avenue Rooms 459 and 312C, Woodside, NY 11377",40.7409301,-73.9193086,"[-73.9193086, 40.7409301]"
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",I.S. 126,N,31-51 21st Street Room G1,Long Island City,NY,11106,Queens,Adolescents,School,"31-51 21st Street Room G1, Long Island City, NY 11106",40.76603799999999,-73.9299659,"[-73.9299659, 40.76603799999999]"
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",I.S. 204 and Energy Tech High School,N,36-41 28th Street Room 117B,Long Island City,NY,11106,Queens,Adolescents,School,"36-41 28th Street Room 117B, Long Island City, NY 11106",40.75647,-73.9326361,"[-73.9326361, 40.75647]"
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",I.S. 5 Q Satellite,N,50-40 Jacobus Street Rooms A201 and A413,Elmhurst,NY,11373,Queens,Children & Adolescents,School,"50-40 Jacobus Street Rooms A201 and A413, Elmhurst, NY 11373",40.7373295,-73.8877061,"[-73.8877061, 40.7373295]"
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",P.S. 151 Satellite,N,50-05 31st Avenue Rooms 432 and 351A,Woodside,NY,11377,Queens,Children & Adolescents,School,"50-05 31st Avenue Rooms 432 and 351A, Woodside, NY 11377",40.75761019999999,-73.9081959,"[-73.9081959, 40.75761019999999]"
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",P.S. 166 Satellite,N,"33-09 35th Avenue Henry Goldstein School, Room 454",Long Island City,NY,11106,Queens,Children & Adolescents,School,"33-09 35th Avenue Henry Goldstein School, Room 454, Long Island City, NY 11106",40.75738610000001,-73.9261081,"[-73.9261081, 40.75738610000001]"
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",P.S. 199 Satellite,N,"39-20 48th Avenue Maurice A. Fitzgerald Sch, Room 314",Sunnyside,NY,11104,Queens,Children & Adolescents,School,"39-20 48th Avenue Maurice A. Fitzgerald Sch, Room 314, Sunnyside, NY 11104",40.7395501,-73.9262535,"[-73.9262535, 40.7395501]"
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",P.S. 76,N,36-36 10th Street Rooms 209A and 209B,Long Island City,NY,11106,Queens,Children,School,"36-36 10th Street Rooms 209A and 209B, Long Island City, NY 11106",40.7595044,-73.9271644,"[-73.9271644, 40.7595044]"
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",P.S./I.S. 102,N,55-24 Van Horne Street Room 227A,Elmhurst,NY,11373,Queens,Children & Adolescents,School,"55-24 Van Horne Street Room 227A, Elmhurst, NY 11373",40.7332374,-73.8780027,"[-73.8780027, 40.7332374]"
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",Queens Technical High School,N,37-02 47th Avenue Room 213,Long Island City,NY,11101,Queens,Adolescents,School,"37-02 47th Avenue Room 213, Long Island City, NY 11101",40.7418353,-73.9279787,"[-73.9279787, 40.7418353]"
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",The International H.S. & Middle College H.S.,N,"45-35 Van Dam Street LaGuardia CC, Rms 106, 116A, 202",Astoria,NY,11101,Queens,Children & Adolescents,School,"45-35 Van Dam Street LaGuardia CC, Rms 106, 116A, 202, Astoria, NY 11101",40.7433295,-73.9333269,"[-73.9333269, 40.7433295]"
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",Western Queens Consultation Center,Y,44-04 Queens Boulevard 2nd Floor,Sunnyside,NY,11104,Queens,Children & Adolescents,Community,"44-04 Queens Boulevard 2nd Floor, Sunnyside, NY 11104",40.7429177,-73.9204154,"[-73.9204154, 40.7429177]"
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",Western Queens Consultation Center Satellite,N,61-20 Woodside Avenue,Woodside,NY,11377,Queens,Children & Adolescents,Community,"61-20 Woodside Avenue, Woodside, NY 11377",40.7444692,-73.9028203,"[-73.9028203, 40.7444692]"
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",Western Queens Consultation Center: SBS Support Clinic,N,37-08 91st Street 3rd Floor,Jackson Heights,NY,11372,Queens,Children & Adolescents,Community,"37-08 91st Street 3rd Floor, Jackson Heights, NY 11372",40.75032119999999,-73.8762024,"[-73.8762024, 40.75032119999999]"
New York City,Queens,"Mental Health Providers of Western Queens, Inc.","Mental Health Providers of Western Queens, In",William Cullen Bryant High School,N,48-10 31st Avenue Room #418,Long Island City,NY,11103,Queens,Adolescents,School,"48-10 31st Avenue Room #418, Long Island City, NY 11103",40.7576896,-73.91037779999999,"[-73.91037779999999, 40.7576896]"
New York City,Queens,"New Horizon Counseling Center, Inc., The","New Horizon Counseling Center, Inc., The",Howard Beach Clinic,Y,156-28 Cross Bay Boulevard,Howard Beach,NY,11414,Queens,Children & Adolescents,Community,"156-28 Cross Bay Boulevard, Howard Beach, NY 11414",40.6633317,-73.84126820000002,"[-73.84126820000002, 40.6633317]"
New York City,Queens,"New Horizon Counseling Center, Inc., The","New Horizon Counseling Center, Inc., The",New Horizon Counseling - Far Rockaway Clinic,Y,718-720 Beach 20th Street 3rd Floor,Far Rockaway,NY,11691,Queens,Children & Adolescents,Community,"718-720 Beach 20th Street 3rd Floor, Far Rockaway, NY 11691",40.6021222,-73.753072,"[-73.753072, 40.6021222]"
New York City,Queens,"New Horizon Counseling Center, Inc., The","New Horizon Counseling Center, Inc., The",The Wellness Place @ PS/IS 183Q,N,2-45 Beach 79th Street Room 149A,Far Rockaway,NY,11693,Queens,Children & Adolescents,School,"2-45 Beach 79th Street Room 149A, Far Rockaway, NY 11693",40.589004,-73.8060076,"[-73.8060076, 40.589004]"
New York City,Queens,"New Horizon Counseling Center, Inc., The","New Horizon Counseling Center, Inc., The",New Horizon Counseling Center Arverne Clinic,Y,66-03 Beach Channel Drive,Arverne,NY,11692,Queens,Children & Adolescents,Community,"66-03 Beach Channel Drive, Arverne, NY 11692",40.5927328,-73.7954319,"[-73.7954319, 40.5927328]"
New York City,Queens,"New Horizon Counseling Center, Inc., The","New Horizon Counseling Center, Inc., The",New Horizon Counseling Center Clinic,Y,108-19 Rockaway Blvd,South Ozone Park,NY,11420,Queens,Children & Adolescents,Community,"108-19 Rockaway Blvd, South Ozone Park, NY 11420",40.6781621,-73.8303045,"[-73.8303045, 40.6781621]"
